Input Term,Best Match,URI,Similarity Score
no:match fence posts,fence,http://purl.obolibrary.org/obo/ENVO_01000468,0.6119
no:match fertile colony,semi-fertile,http://purl.obolibrary.org/obo/PATO_0001767,0.5737
no:match filament,filament,http://purl.obolibrary.org/obo/PO_0009067,0.7144
no:match first seven pairs of legs,leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.5095
no:match first three pairs of legs,leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.5115
no:match fish hook,fin hook,http://purl.obolibrary.org/obo/UBERON_4300284,0.5824
no:match Fish skull,skull,http://purl.obolibrary.org/obo/UBERON_0003129,0.5653
no:match flesh,fleshy,http://purl.obolibrary.org/obo/PATO_0002351,0.488
no:match Flesh,fleshy,http://purl.obolibrary.org/obo/PATO_0002351,0.488
no:match floral pedicel,flower pedicel,http://purl.obolibrary.org/obo/PO_0030113,0.715
no:match floret,tassel floret,http://purl.obolibrary.org/obo/PO_0006310,0.4786
no:match flower; bud,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.6539
no:match flower;bud,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.6539
no:match flower bud,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.6982
no:match flower bud pollen,pollen,http://purl.obolibrary.org/obo/PO_0025281,0.6168
no:match flower;bud;vegetation,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.65
no:match flower (feeding on anthers,plant feed,http://purl.obolibrary.org/obo/ENVO_02000055,0.5397
no:match flower?,flower,http://purl.obolibrary.org/obo/PO_0009046,0.6233
no:match flower head,flower,http://purl.obolibrary.org/obo/PO_0009046,0.5129
no:match flower (on anthers,flower bract,http://purl.obolibrary.org/obo/PO_0009034,0.5494
no:match flower (pollen),pollen,http://purl.obolibrary.org/obo/PO_0025281,0.6644
no:match flower (pollen?),pollen,http://purl.obolibrary.org/obo/PO_0025281,0.6814
no:match flower shoot,flower,http://purl.obolibrary.org/obo/PO_0009046,0.51
no:match flower spike,flower bract,http://purl.obolibrary.org/obo/PO_0009034,0.5252
no:match flower stalk,flowering stage,http://purl.obolibrary.org/obo/PO_0007616,0.5566
no:match flower stem (just above node),stem node,http://purl.obolibrary.org/obo/PO_0020141,0.5792
no:match flower stem,stem base,http://purl.obolibrary.org/obo/PO_0008039,0.5488
no:match flower; vegetation,flower,http://purl.obolibrary.org/obo/PO_0009046,0.5909
no:match flower;vegetation,flower,http://purl.obolibrary.org/obo/PO_0009046,0.5909
no:match foetus,fetal tooth,http://purl.obolibrary.org/obo/UBERON_3010690,0.4755
no:match foliage,forest canopy,http://purl.obolibrary.org/obo/ENVO_01001239,0.4862
no:match foot,podocyte foot,http://purl.obolibrary.org/obo/GO_0098846,0.4821
no:match forehead (anterior central),forehead,http://purl.obolibrary.org/obo/UBERON_0008200,0.6116
no:match forehead,forehead,http://purl.obolibrary.org/obo/UBERON_0008200,0.6856
no:match fragment,ecosystem fragment,http://purl.obolibrary.org/obo/ENVO_01001167,0.3964
no:match frass,frazil,http://purl.obolibrary.org/obo/ENVO_01001523,0.4205
no:match frond,chorion frondosum,http://purl.obolibrary.org/obo/UBERON_0008992,0.4218
no:match frond (sterile),obsolete intercross sterile,http://purl.obolibrary.org/obo/PATO_0000910,0.5704
no:match frond (vein),vein,http://purl.obolibrary.org/obo/UBERON_0001638,0.6358
no:match front leg,leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.5382
no:match fruitbody,fruit replum,http://purl.obolibrary.org/obo/PO_0025267,0.5715
no:match fruit;bud,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.5685
no:match fruit cracks,obsolete fruit,http://purl.obolibrary.org/obo/ENVO_01000757,0.5071
no:match fruit (esp. near ground),plant fruit food product,http://purl.obolibrary.org/obo/FOODON_00001057,0.5909
no:match fruiting calyx,calyx,http://purl.obolibrary.org/obo/PO_0009060,0.6363
no:match fruit kernel,plant fruit food product,http://purl.obolibrary.org/obo/FOODON_00001057,0.5867
no:match fruit (later),fruit,http://purl.obolibrary.org/obo/PO_0009001,0.6055
no:match fruitlet,fruit replum,http://purl.obolibrary.org/obo/PO_0025267,0.5385
no:match fruit pedicel,fruit pedicel,http://purl.obolibrary.org/obo/PO_0030114,0.7768
no:match fruit (red),fruit replum,http://purl.obolibrary.org/obo/PO_0025267,0.5868
no:match fruit; seed,seed,http://purl.obolibrary.org/obo/PO_0009010,0.606
no:match fruit;seed,seed,http://purl.obolibrary.org/obo/PO_0009010,0.606
no:match fruit (sepal end),fruit proximal end,http://purl.obolibrary.org/obo/PO_0008002,0.6798
no:match fruit stalk,fruit locule,http://purl.obolibrary.org/obo/PO_0025270,0.5666
no:match fruit (unripe),fruit pedicel,http://purl.obolibrary.org/obo/PO_0030114,0.6296
no:match fruit;vegetation;bud,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.5928
no:match fruit;vegetation;flower,botanical fruit food product,http://purl.obolibrary.org/obo/FOODON_00001262,0.6036
no:match fruit;vegetation,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.6183
no:match fruit (young),fruit,http://purl.obolibrary.org/obo/PO_0009001,0.5879
no:match fshoot,mainshock,http://purl.obolibrary.org/obo/ENVO_01001771,0.5104
no:match fur,furcula,http://purl.obolibrary.org/obo/UBERON_0007841,0.4949
no:match gall;vegetation,plant gall,http://purl.obolibrary.org/obo/PO_0025626,0.6772
no:match gemma,gemma,http://purl.obolibrary.org/obo/PO_0025614,0.7239
no:match gill chamber,gill opening,http://purl.obolibrary.org/obo/UBERON_2002057,0.5869
no:match glandular hairs,collection of hairs on head or neck,http://purl.obolibrary.org/obo/UBERON_0014382,0.6329
no:match gleba,carbamate,http://purl.obolibrary.org/obo/CHEBI_13941,0.4626
no:match glume,glume,http://purl.obolibrary.org/obo/PO_0009039,0.6832
no:match grain,grain dust,http://purl.obolibrary.org/obo/ENVO_02000107,0.5879
no:match grains,cereal grain food product,http://purl.obolibrary.org/obo/FOODON_00001093,0.5878
no:match grass,grass fire,http://purl.obolibrary.org/obo/ENVO_03000131,0.5444
no:match gravid,obsolete gravid stage,http://purl.obolibrary.org/obo/UBERON_0009096,0.5991
no:match green part,green,http://purl.obolibrary.org/obo/PATO_0000320,0.5566
no:match green parts,green,http://purl.obolibrary.org/obo/PATO_0000320,0.5345
no:match green parts (not involucre),involucre,http://purl.obolibrary.org/obo/PO_0009100,0.5016
no:match groups of synnemata,synsacrum,http://purl.obolibrary.org/obo/UBERON_0007805,0.49
no:match growing point,growth line,http://purl.obolibrary.org/obo/UBERON_4200221,0.4774
no:match growing tip,tip,http://purl.obolibrary.org/obo/UBERON_2001840,0.5278
no:match growth (young),developmental growth,http://purl.obolibrary.org/obo/GO_0048589,0.5695
no:match grwoing point,pointleted,http://purl.obolibrary.org/obo/PATO_0001949,0.4122
no:match gullet,sleet pellet,http://purl.obolibrary.org/obo/ENVO_03400015,0.575
no:match gums,dental comb,http://purl.obolibrary.org/obo/UBERON_0012115,0.4843
no:match gut epithelium cell,transit amplifying cell of gut,http://purl.obolibrary.org/obo/CL_4047017,0.6797
no:match gut lumen,stomach lumen,http://purl.obolibrary.org/obo/UBERON_0013525,0.5553
no:match haemocoele,myocoele,http://purl.obolibrary.org/obo/UBERON_0012054,0.5022
no:match haemocoel,haemal node,http://purl.obolibrary.org/obo/UBERON_0013119,0.4703
no:match hair (body),collection of hair on face,http://purl.obolibrary.org/obo/UBERON_0010165,0.6123
no:match hair,collection of hair on face,http://purl.obolibrary.org/obo/UBERON_0010165,0.6007
no:match hair follicle,hair follicle,http://purl.obolibrary.org/obo/UBERON_0002073,0.7729
no:match hair (head),hair of head,http://purl.obolibrary.org/obo/UBERON_0016446,0.6803
no:match hash,string mire,http://purl.obolibrary.org/obo/ENVO_00000186,0.3417
no:match haulm,keel,http://purl.obolibrary.org/obo/UBERON_0018307,0.376
no:match haustorium,OBSOLETE haustorial root,http://purl.obolibrary.org/obo/PO_0003004,0.417
no:match haw,haemal node,http://purl.obolibrary.org/obo/UBERON_0013119,0.3968
no:match head (between antennae),insect adult antennal segment,http://purl.obolibrary.org/obo/UBERON_6003012,0.5564
no:match head capsule,insect head capsule,http://purl.obolibrary.org/obo/UBERON_0003153,0.5769
no:match head,head,http://purl.obolibrary.org/obo/UBERON_0000033,0.6182
no:match Head,head,http://purl.obolibrary.org/obo/UBERON_0000033,0.6182
no:match heartwood,heartwood,http://purl.obolibrary.org/obo/PO_0004512,0.7001
no:match hind gut,gut wall,http://purl.obolibrary.org/obo/UBERON_0000328,0.4668
no:match holdfast,interlocked with,http://purl.obolibrary.org/obo/PATO_0002437,0.4431
no:match honeydew,honey,http://purl.obolibrary.org/obo/UBERON_0036016,0.5343
no:match honey (stored),honey food product,http://purl.obolibrary.org/obo/FOODON_00001178,0.6185
no:match hoof,hoof,http://purl.obolibrary.org/obo/UBERON_0008963,0.682
no:match horn (base),horn,http://purl.obolibrary.org/obo/UBERON_0006967,0.6015
no:match horn,horn,http://purl.obolibrary.org/obo/UBERON_0006967,0.6957
no:match hulls,caryopsis hull,http://purl.obolibrary.org/obo/PO_0006000,0.4195
no:match hymenium (around margin),chyme material,http://purl.obolibrary.org/obo/ENVO_02000026,0.509
no:match hymenium,chyme,http://purl.obolibrary.org/obo/UBERON_0000910,0.4985
no:match hyphae,hypochord,http://purl.obolibrary.org/obo/UBERON_0003058,0.4351
no:match hypha,hypoconid,http://purl.obolibrary.org/obo/UBERON_0018279,0.4594
no:match hyphal coil,coiling,http://purl.obolibrary.org/obo/PATO_0001794,0.542
no:match hyphal network trap,pitfall trap,http://purl.obolibrary.org/obo/ENVO_01000976,0.4104
no:match hypocotyl,hypocotyl,http://purl.obolibrary.org/obo/PO_0020100,0.7335
no:match hysterothecium,hypanthium,http://purl.obolibrary.org/obo/PO_0009065,0.5363
no:match ilium (anterior part),agger limitans anterior of ilium,http://purl.obolibrary.org/obo/UBERON_3000866,0.6557
no:match ilium,ilium,http://purl.obolibrary.org/obo/UBERON_0001273,0.7341
no:match infection,pathogenicity,http://purl.obolibrary.org/obo/PATO_0040003,0.4731
no:match infllorescence,infructescence,http://purl.obolibrary.org/obo/PO_0006342,0.5623
no:match inflorescence axis,inflorescence axis,http://purl.obolibrary.org/obo/PO_0020122,0.8187
no:match inflorescence,inflorescence,http://purl.obolibrary.org/obo/PO_0009049,0.7687
no:match Inflorescence,inflorescence,http://purl.obolibrary.org/obo/PO_0009049,0.7687
no:match inflorescence?,inflorescence,http://purl.obolibrary.org/obo/PO_0009049,0.7782
no:match inside bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.6081
no:match inside cupule,optic cup,http://purl.obolibrary.org/obo/UBERON_0003072,0.4207
no:match inside of elytra,alar central lobule,http://purl.obolibrary.org/obo/UBERON_0003013,0.4019
no:match integument,integument,http://purl.obolibrary.org/obo/UBERON_0002199,0.6178
no:match internode,stem internode,http://purl.obolibrary.org/obo/PO_0020142,0.466
no:match inter-segmental membrane,membrane,http://purl.obolibrary.org/obo/GO_0016020,0.66
no:match intestinal wall,wall of intestine,http://purl.obolibrary.org/obo/UBERON_0001262,0.7233
no:match intestine (anterior end),intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.697
no:match intestine (esp just behind the crop),intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.616
no:match intestine (large),large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,0.7691
no:match intestine (posterior part),intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6445
no:match intestine (spiral valve),spiral valve of intestine,http://purl.obolibrary.org/obo/UBERON_0010016,0.7763
no:match involucre,involucre,http://purl.obolibrary.org/obo/PO_0009100,0.6908
no:match jaw,jaw movement,http://purl.obolibrary.org/obo/NBO_0000747,0.5449
no:match jaws,jaw skeleton,http://purl.obolibrary.org/obo/UBERON_0001708,0.4673
no:match kernel (developing),obsolete kefir,http://purl.obolibrary.org/obo/ENVO_00003973,0.3919
no:match knot hole,enamel knot,http://purl.obolibrary.org/obo/UBERON_0008866,0.5137
no:match large intestine (anterior end),large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,0.7164
no:match large intestine (posterior end),large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,0.6974
no:match last tergite,obsolete tergite,http://purl.obolibrary.org/obo/UBERON_0003149,0.5868
no:match lateral (fruiting),lateralized,http://purl.obolibrary.org/obo/PATO_0000626,0.6211
no:match lead,lead(0),http://purl.obolibrary.org/obo/CHEBI_27889,0.5676
no:match leaf (around midrib),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.6063
no:match leaf (at shoot tip),leaf tip,http://purl.obolibrary.org/obo/PO_0025142,0.6207
no:match leaf axil,leaf axil,http://purl.obolibrary.org/obo/PO_0009023,0.7573
no:match leaf (basal),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6114
no:match leaf (basal,leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6171
no:match leaf (basal rosette),rosette leaf,http://purl.obolibrary.org/obo/PO_0000014,0.6798
no:match leaf (basal sheath),leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.7914
no:match leaf (base),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6858
no:match leaf-base,leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.727
no:match leaf base,leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.744
no:match leaf (base of midrib),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6022
no:match leaf (beside midrib),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.6223
no:match leaf (blade),blade-like,http://purl.obolibrary.org/obo/PATO_0002235,0.5334
no:match leaf blade,leaf apex,http://purl.obolibrary.org/obo/PO_0020137,0.5362
no:match leaf (blade->petiole),leaf sheath auricle,http://purl.obolibrary.org/obo/PO_0020106,0.5091
no:match leaf bud,bud scale leaf,http://purl.obolibrary.org/obo/PO_0020054,0.6723
no:match leaf (central),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5512
no:match leaf (centre),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5409
no:match leaf (cucumber mosaic infected),leaf procambium,http://purl.obolibrary.org/obo/PO_0025259,0.4696
no:match leaf discs,disk flower,http://purl.obolibrary.org/obo/PO_0025332,0.5179
no:match leaf (edge),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.556
no:match leaf edge,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5698
no:match leaf (esp. basal),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.595
no:match leaf (esp. base),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6194
no:match leaf (especially lower leaves),leaf-like,http://purl.obolibrary.org/obo/PATO_0002457,0.5941
no:match leaf (esp. in axillary bud),axillary bud,http://purl.obolibrary.org/obo/PO_0004709,0.6596
no:match leaf (esp. near midrib),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.5789
no:match leaf (esp. nerve),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5927
no:match leaf (first),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5524
no:match leaf fragment,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.4978
no:match leaf funnel,funnel-shaped,http://purl.obolibrary.org/obo/PATO_0002521,0.6026
no:match leaf hairs,collection of hairs,http://purl.obolibrary.org/obo/UBERON_0010164,0.6213
no:match leaf (hairs),collection of hairs,http://purl.obolibrary.org/obo/UBERON_0010164,0.6314
no:match leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.6214
no:match leaf?,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.622
no:match leaflet,leaflet,http://purl.obolibrary.org/obo/PO_0020049,0.6119
no:match leaflet (upper),leaflet,http://purl.obolibrary.org/obo/PO_0020049,0.5017
no:match leaf (lily symptomless virus infected),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.4477
no:match leaf-litter and detritus,plant litter,http://purl.obolibrary.org/obo/ENVO_01000628,0.6532
no:match leaf-litter,plant litter,http://purl.obolibrary.org/obo/ENVO_01000628,0.6686
no:match leaf litter,plant litter,http://purl.obolibrary.org/obo/ENVO_01000628,0.6911
no:match leaf (low down on tree),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5721
no:match leaf (lower),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.558
no:match leaf (lower-mid),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.5752
no:match leaf (lower mid-upper),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.5537
no:match leaf (lower parts),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5554
no:match leaf (mainly on midrib),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.5609
no:match leaf (mainly on sucker),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5285
no:match leaf - mainly on vein,leaf lamina vein,http://purl.obolibrary.org/obo/PO_0020138,0.7027
no:match leaf (mainly on young shoots),leaf development stage,http://purl.obolibrary.org/obo/PO_0001050,0.5742
no:match leaf (main veins),primary leaf vein,http://purl.obolibrary.org/obo/PO_0025413,0.7075
no:match leaf (margin),leaf margin,http://purl.obolibrary.org/obo/PO_0020128,0.7395
no:match leaf margin,leaf margin,http://purl.obolibrary.org/obo/PO_0020128,0.8116
no:match leaf (mature),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5593
no:match leaf (mesophyll),leaf mesophyll,http://purl.obolibrary.org/obo/PO_0005645,0.8102
no:match leaf (midrib base),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6277
no:match leaf (midrib),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.6255
no:match leaf (midrib,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.6333
no:match leaf midrib,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.6518
no:match leaf (midrib of larger leaf),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.5923
no:match leaf (mid-rib),presacral rib,http://purl.obolibrary.org/obo/UBERON_4100117,0.5598
no:match leaf -> midrib -> stem,stem node,http://purl.obolibrary.org/obo/PO_0020141,0.6443
no:match leaf (midrib underside),leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,0.604
no:match leaf-mine (end of),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5038
no:match leaf -mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5675
no:match leaf-mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5675
no:match leaf (mostly near base),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6837
no:match leaf (near base),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6949
no:match leaf (near branch tip),leaf tip,http://purl.obolibrary.org/obo/PO_0025142,0.611
no:match leaf (near end of mine),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5387
no:match leaf (near veins),tertiary leaf vein,http://purl.obolibrary.org/obo/PO_0008021,0.7012
no:match leaf (nerve),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5882
no:match leaf of soft shoot,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.4919
no:match leaf (often near veil),leaf-like,http://purl.obolibrary.org/obo/PATO_0002457,0.5201
no:match leaf (older),OBSOLETE leaf whorl,http://purl.obolibrary.org/obo/PO_0008034,0.5815
no:match leaf (old),OBSOLETE leaf whorl,http://purl.obolibrary.org/obo/PO_0008034,0.5883
no:match leaf (on witches' broom),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5119
no:match leaf or stem?,stem node,http://purl.obolibrary.org/obo/PO_0020141,0.6662
no:match leaf (outer) esp near base,leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6268
no:match leaf (outer),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5649
no:match leaf (outside mine),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5696
no:match leaf (over-wintered),leaf-like,http://purl.obolibrary.org/obo/PATO_0002457,0.5486
no:match leaf (peripheral),peripheral,http://purl.obolibrary.org/obo/PATO_0002107,0.5496
no:match leaf (petiole at base),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6317
no:match leaf (petiole base),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6548
no:match leaf (petiole) mine,petiole,http://purl.obolibrary.org/obo/PO_0020038,0.5579
no:match leaf (petiole),petiole,http://purl.obolibrary.org/obo/PO_0020038,0.6252
no:match leaf petiole,petiole,http://purl.obolibrary.org/obo/PO_0020038,0.6607
no:match leaf (petiole)pod,petiole,http://purl.obolibrary.org/obo/PO_0020038,0.5169
no:match leaf (petiole & veins),tertiary leaf vein,http://purl.obolibrary.org/obo/PO_0008021,0.653
no:match leaf (rachis & veins),leaf rachis,http://purl.obolibrary.org/obo/PO_0020055,0.6542
no:match leaf (radical),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5309
no:match leaf (rosette),rosette leaf,http://purl.obolibrary.org/obo/PO_0000014,0.6787
no:match leaf scar,silk scar,http://purl.obolibrary.org/obo/PO_0002004,0.5356
no:match leaf (sepal),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5573
no:match leaf (several leaves),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.6171
no:match leaf sheath (basal),leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.7973
no:match leaf-sheath base,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.741
no:match leaf -> sheath,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.7797
no:match leaf sheath,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.8049
no:match leaf-sheath,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.8091
no:match leaf sheath (lower part),leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.7853
no:match leaf sheath (usually close to stem base),leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.7019
no:match leaf shoot,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5582
no:match leaf (sticky hairs),leaf epidermis,http://purl.obolibrary.org/obo/PO_0006016,0.5638
no:match leaf (stipule),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5718
no:match leaf (sucker shoot),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5143
no:match leaf (surface),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.515
no:match leaf (terminal),leaf-like,http://purl.obolibrary.org/obo/PATO_0002457,0.4866
no:match leaf (terminal,leaf-like,http://purl.obolibrary.org/obo/PATO_0002457,0.4939
no:match leaf (then stem),stem node,http://purl.obolibrary.org/obo/PO_0020141,0.6584
no:match leaf (tip),leaf tip,http://purl.obolibrary.org/obo/PO_0025142,0.662
no:match leaf-tip,leaf tip,http://purl.obolibrary.org/obo/PO_0025142,0.7505
no:match leaf tip,leaf tip,http://purl.obolibrary.org/obo/PO_0025142,0.7506
no:match leaf (topmost),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5469
no:match leaf (underside),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.5659
no:match leaf (upper),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5425
no:match leaf (upperside),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.5153
no:match leaf (upper side),leaf-like,http://purl.obolibrary.org/obo/PATO_0002457,0.5503
no:match leaf (upper superficial layer),leaf epidermis,http://purl.obolibrary.org/obo/PO_0006016,0.5653
no:match leaf (upper surface),leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.5613
no:match leaf (usually lower leaf),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5771
no:match leaf (vein axil),leaf axil,http://purl.obolibrary.org/obo/PO_0009023,0.6717
no:match leaf (vein esp.),primary leaf vein,http://purl.obolibrary.org/obo/PO_0025413,0.69
no:match leaf (vein),higher order leaf vein,http://purl.obolibrary.org/obo/PO_0008023,0.6963
no:match leaf vein,higher order leaf vein,http://purl.obolibrary.org/obo/PO_0008023,0.7394
no:match leaf (veins),higher order leaf vein,http://purl.obolibrary.org/obo/PO_0008023,0.6805
no:match leaf (very thin),leaf-like,http://purl.obolibrary.org/obo/PATO_0002457,0.6024
no:match leaf (younger),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5238
no:match leaf (young),leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5532
no:match leaf (young,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5611
no:match leather,leather dye,http://purl.obolibrary.org/obo/ENVO_03510011,0.6346
no:match leaves (terminal),terminal,http://purl.obolibrary.org/obo/PATO_0002476,0.4876
no:match leg (hind),leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.5555
no:match lenses of eyes,lens of camera-type eye,http://purl.obolibrary.org/obo/UBERON_0000965,0.6348
no:match lens,lens pit,http://purl.obolibrary.org/obo/UBERON_0006259,0.5725
no:match lesion,lesioned,http://purl.obolibrary.org/obo/PATO_0040025,0.5779
no:match liana,Suina,http://purl.obolibrary.org/obo/NCBITaxon_35497,0.5316
no:match litter (leaf),plant litter,http://purl.obolibrary.org/obo/ENVO_01000628,0.6898
no:match litter,litter,http://purl.obolibrary.org/obo/ENVO_03501259,0.6903
no:match live,stream,http://purl.obolibrary.org/obo/ENVO_00000023,0.4251
no:match locule,locule,http://purl.obolibrary.org/obo/PO_0025263,0.6647
no:match log (cut),cut,http://purl.obolibrary.org/obo/ENVO_00000474,0.4434
no:match log (especially scars of cut-off branches),branch procambium,http://purl.obolibrary.org/obo/PO_0025274,0.4593
no:match log (large) cut end,cut,http://purl.obolibrary.org/obo/ENVO_00000474,0.4718
no:match log (large),increased occurrence,http://purl.obolibrary.org/obo/PATO_0002051,0.2938
no:match log(large),increased occurrence,http://purl.obolibrary.org/obo/PATO_0002051,0.2938
no:match log (large,truncated,http://purl.obolibrary.org/obo/PATO_0000936,0.2955
no:match log (periderm),periderm,http://purl.obolibrary.org/obo/UBERON_0003055,0.3918
no:match log,tracer,http://purl.obolibrary.org/obo/CHEBI_35204,0.2994
no:match log (underside),sawmill,http://purl.obolibrary.org/obo/ENVO_00004638,0.3328
no:match log underside,sawmill,http://purl.obolibrary.org/obo/ENVO_00004638,0.355
no:match Lower horny jaw,lower jaw molar,http://purl.obolibrary.org/obo/UBERON_0003667,0.5649
no:match lymph node,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,0.7759
no:match macrophage,macrophage,http://purl.obolibrary.org/obo/CL_0000235,0.7961
no:match male catkin (feeds on pollen),pollen,http://purl.obolibrary.org/obo/PO_0025281,0.5662
no:match male catkin,male gamete,http://purl.obolibrary.org/obo/CL_0000408,0.4731
no:match male catkin (sporophylls),sporophyll,http://purl.obolibrary.org/obo/PO_0009026,0.5738
no:match male,male,http://purl.obolibrary.org/obo/PATO_0000384,0.5301
no:match malphigian tube,Malpighian tubule morphogenesis,http://purl.obolibrary.org/obo/GO_0007443,0.5385
no:match Malpighian tubule,Malpighian tubule,http://purl.obolibrary.org/obo/UBERON_0001054,0.7295
no:match mandible,mandible,http://purl.obolibrary.org/obo/UBERON_0001684,0.6738
no:match mandibula,Mandibulata,http://purl.obolibrary.org/obo/NCBITaxon_197563,0.625
no:match Mandibular blade,mandibular symphyseal tooth,http://purl.obolibrary.org/obo/UBERON_0018299,0.5599
no:match mantle,mantle,http://purl.obolibrary.org/obo/UBERON_0006575,0.7412
no:match manure,manure,http://purl.obolibrary.org/obo/ENVO_03501300,0.7133
no:match mast,mastication,http://purl.obolibrary.org/obo/GO_0071626,0.4404
no:match matter,paired fin,http://purl.obolibrary.org/obo/UBERON_0002534,0.3738
no:match meat,piece(s) of beef,http://purl.obolibrary.org/obo/FOODON_02000412,0.5506
no:match megalops,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.6207
no:match membranous sheath,mestome sheath,http://purl.obolibrary.org/obo/PO_0006025,0.7468
